1,0,0
2,16,0
3,32,0
4,48,0
5,64,0
6,80,0
7,96,0
8,112,0
9,128,0
10,144,0
11,160,0
12,176,0
13,192,0
14,208,0
15,224,0
16,240,0
17,256,0
18,272,0
19,288,0
20,304,0
21,320,0
22,336,0
23,352,0
24,368,0
25,384,0
26,400,0
27,416,0
28,432,0
29,0,16
30,16,16
31,32,16
32,48,16
33,64,16
34,80,16
35,96,16
36,112,16
37,128,16
38,144,16
39,160,16
40,176,16
41,192,16
42,208,16
43,224,16
44,240,16
45,256,16
46,272,16
47,288,16
48,304,16
49,320,16
50,336,16
51,352,16
52,368,16
53,384,16
54,400,16
55,416,16
56,432,16
57,0,32
58,16,32
59,32,32
60,48,32
61,64,32
62,80,32
63,96,32
64,112,32
65,128,32
66,144,32
67,160,32
68,176,32
69,192,32
70,208,32
71,224,32
72,240,32
73,256,32
74,272,32
75,288,32
76,304,32
77,320,32
78,336,32
79,352,32
80,368,32
81,384,32
82,400,32
83,416,32
84,432,32
85,0,48
86,16,48
87,32,48
88,48,48
89,64,48
90,80,48
91,96,48
92,112,48
93,128,48
94,144,48
95,160,48
96,176,48
97,192,48
98,208,48
99,224,48
100,240,48
101,256,48
102,272,48
103,288,48
104,304,48
105,320,48
106,336,48
107,352,48
108,368,48
109,384,48
110,400,48
111,416,48
112,432,48
113,0,64
114,16,64
115,32,64
116,48,64
117,64,64
118,80,64
119,96,64
120,112,64
121,128,64
122,144,64
123,160,64
124,176,64
125,192,64
126,208,64
127,224,64
128,240,64
129,256,64
130,272,64
131,288,64
132,304,64
133,320,64
134,336,64
135,352,64
136,368,64
137,384,64
138,400,64
139,416,64
140,432,64
141,0,80
142,16,80
143,32,80
144,48,80
145,64,80
146,80,80
147,96,80
148,112,80
149,128,80
150,144,80
151,160,80
152,176,80
153,192,80
154,208,80
155,224,80
156,240,80
157,256,80
158,272,80
159,288,80
160,304,80
161,320,80
162,336,80
163,352,80
164,368,80
165,384,80
166,400,80
167,416,80
168,432,80
169,0,96
170,16,96
171,32,96
172,48,96
173,64,96
174,80,96
175,96,96
176,112,96
177,128,96
178,144,96
179,160,96
180,176,96
181,192,96
182,208,96
183,224,96
184,240,96
185,256,96
186,272,96
187,288,96
188,304,96
189,320,96
190,336,96
191,352,96
192,368,96
193,384,96
194,400,96
195,416,96
196,432,96
197,0,112
198,16,112
199,32,112
200,48,112
201,64,112
202,80,112
203,96,112
204,112,112
205,128,112
206,144,112
207,160,112
208,176,112
209,192,112
210,208,112
211,224,112
212,240,112
213,256,112
214,272,112
215,288,112
216,304,112
217,320,112
218,336,112
219,352,112
220,368,112
221,384,112
222,400,112
223,416,112
224,432,112
225,0,128
226,16,128
227,32,128
228,48,128
229,64,128
230,80,128
231,96,128
232,112,128
233,128,128
234,144,128
235,160,128
236,176,128
237,192,128
238,208,128
239,224,128
240,240,128
241,256,128
242,272,128
243,288,128
244,304,128
245,320,128
246,336,128
247,352,128
248,368,128
249,384,128
250,400,128
251,416,128
252,432,128
253,0,144
254,16,144
255,32,144
256,48,144
257,64,144
258,80,144
259,96,144
260,112,144
261,128,144
262,144,144
263,160,144
264,176,144
265,192,144
266,208,144
267,224,144
268,240,144
269,256,144
270,272,144
271,288,144
272,304,144
273,320,144
274,336,144
275,352,144
276,368,144
277,384,144
278,400,144
279,416,144
280,432,144
281,0,160
282,16,160
283,32,160
284,48,160
285,64,160
286,80,160
287,96,160
288,112,160
289,128,160
290,144,160
291,160,160
292,176,160
293,192,160
294,208,160
295,224,160
296,240,160
297,256,160
298,272,160
299,288,160
300,304,160
301,320,160
302,336,160
303,352,160
304,368,160
305,384,160
306,400,160
307,416,160
308,432,160
309,0,176
310,16,176
311,32,176
312,48,176
313,64,176
314,80,176
315,96,176
316,112,176
317,128,176
318,144,176
319,160,176
320,176,176
321,192,176
322,208,176
323,224,176
324,240,176
325,256,176
326,272,176
327,288,176
328,304,176
329,320,176
330,336,176
331,352,176
332,368,176
333,384,176
334,400,176
335,416,176
336,432,176
337,0,192
338,16,192
339,32,192
340,48,192
341,64,192
342,80,192
343,96,192
344,112,192
345,128,192
346,144,192
347,160,192
348,176,192
349,192,192
350,208,192
351,224,192
352,240,192
353,256,192
354,272,192
355,288,192
356,304,192
357,320,192
358,336,192
359,352,192
360,368,192
361,384,192
362,400,192
363,416,192
364,432,192
365,0,208
366,16,208
367,32,208
368,48,208
369,64,208
370,80,208
371,96,208
372,112,208
373,128,208
374,144,208
375,160,208
376,176,208
377,192,208
378,208,208
379,224,208
380,240,208
381,256,208
382,272,208
383,288,208
384,304,208
385,320,208
386,336,208
387,352,208
388,368,208
389,384,208
390,400,208
391,416,208
392,432,208
393,0,224
394,16,224
395,32,224
396,48,224
397,64,224
398,80,224
399,96,224
400,112,224
401,128,224
402,144,224
403,160,224
404,176,224
405,192,224
406,208,224
407,224,224
408,240,224
409,256,224
410,272,224
411,288,224
412,304,224
413,320,224
414,336,224
415,352,224
416,368,224
417,384,224
418,400,224
419,416,224
420,432,224
421,0,240
422,16,240
423,32,240
424,48,240
425,64,240
426,80,240
427,96,240
428,112,240
429,128,240
430,144,240
431,160,240
432,176,240
433,192,240
434,208,240
435,224,240
436,240,240
437,256,240
438,272,240
439,288,240
440,304,240
441,320,240
442,336,240
443,352,240
444,368,240
445,384,240
446,400,240
447,416,240
448,432,240
449,0,256
450,16,256
451,32,256
452,48,256
453,64,256
454,80,256
455,96,256
456,112,256
457,128,256
458,144,256
459,160,256
460,176,256
461,192,256
462,208,256
463,224,256
464,240,256
465,256,256
466,272,256
467,288,256
468,304,256
469,320,256
470,336,256
471,352,256
472,368,256
473,384,256
474,400,256
475,416,256
476,432,256
477,0,272
478,16,272
479,32,272
480,48,272
481,64,272
482,80,272
483,96,272
484,112,272
485,128,272
486,144,272
487,160,272
488,176,272
489,192,272
490,208,272
491,224,272
492,240,272
493,256,272
494,272,272
495,288,272
496,304,272
497,320,272
498,336,272
499,352,272
500,368,272
501,384,272
502,400,272
503,416,272
504,432,272
505,0,288
506,16,288
507,32,288
508,48,288
509,64,288
510,80,288
511,96,288
512,112,288
513,128,288
514,144,288
515,160,288
516,176,288
517,192,288
518,208,288
519,224,288
520,240,288
521,256,288
522,272,288
523,288,288
524,304,288
525,320,288
526,336,288
527,352,288
528,368,288
529,384,288
530,400,288
531,416,288
532,432,288
533,0,304
534,16,304
535,32,304
536,48,304
537,64,304
538,80,304
539,96,304
540,112,304
541,128,304
542,144,304
543,160,304
544,176,304
545,192,304
546,208,304
547,224,304
548,240,304
549,256,304
550,272,304
551,288,304
552,304,304
553,320,304
554,336,304
555,352,304
556,368,304
557,384,304
558,400,304
559,416,304
560,432,304
561,0,320
562,16,320
563,32,320
564,48,320
565,64,320
566,80,320
567,96,320
568,112,320
569,128,320
570,144,320
571,160,320
572,176,320
573,192,320
574,208,320
575,224,320
576,240,320
577,256,320
578,272,320
579,288,320
580,304,320
581,320,320
582,336,320
583,352,320
584,368,320
585,384,320
586,400,320
587,416,320
588,432,320
589,0,336
590,16,336
591,32,336
592,48,336
593,64,336
594,80,336
595,96,336
596,112,336
597,128,336
598,144,336
599,160,336
600,176,336
601,192,336
602,208,336
603,224,336
604,240,336
605,256,336
606,272,336
607,288,336
608,304,336
609,320,336
610,336,336
611,352,336
612,368,336
613,384,336
614,400,336
615,416,336
616,432,336
617,0,352
618,16,352
619,32,352
620,48,352
621,64,352
622,80,352
623,96,352
624,112,352
625,128,352
626,144,352
627,160,352
628,176,352
629,192,352
630,208,352
631,224,352
632,240,352
633,256,352
634,272,352
635,288,352
636,304,352
637,320,352
638,336,352
639,352,352
640,368,352
641,384,352
642,400,352
643,416,352
644,432,352
645,0,368
646,16,368
647,32,368
648,48,368
649,64,368
650,80,368
651,96,368
652,112,368
653,128,368
654,144,368
655,160,368
656,176,368
657,192,368
658,208,368
659,224,368
660,240,368
661,256,368
662,272,368
663,288,368
664,304,368
665,320,368
666,336,368
667,352,368
668,368,368
669,384,368
670,400,368
671,416,368
672,432,368
673,0,384
674,16,384
675,32,384
676,48,384
677,64,384
678,80,384
679,96,384
680,112,384
681,128,384
682,144,384
683,160,384
684,176,384
685,192,384
686,208,384
687,224,384
688,240,384
689,256,384
690,272,384
691,288,384
692,304,384
693,320,384
694,336,384
695,352,384
696,368,384
697,384,384
698,400,384
699,416,384
700,432,384
701,0,400
702,16,400
703,32,400
704,48,400
705,64,400
706,80,400
707,96,400
708,112,400
709,128,400
710,144,400
711,160,400
712,176,400
713,192,400
714,208,400
715,224,400
716,240,400
717,256,400
718,272,400
719,288,400
720,304,400
721,320,400
722,336,400
723,352,400
724,368,400
725,384,400
726,400,400
727,416,400
728,432,400
729,0,416
730,16,416
731,32,416
732,48,416
733,64,416
734,80,416
735,96,416
736,112,416
737,128,416
738,144,416
739,160,416
740,176,416
741,192,416
742,208,416
743,224,416
744,240,416
745,256,416
746,272,416
747,288,416
748,304,416
749,320,416
750,336,416
751,352,416
752,368,416
753,384,416
754,400,416
755,416,416
756,432,416
757,0,432
758,16,432
759,32,432
760,48,432
761,64,432
762,80,432
763,96,432
764,112,432
765,128,432
766,144,432
767,160,432
768,176,432
769,192,432
770,208,432
771,224,432
772,240,432
773,256,432
774,272,432
775,288,432
776,304,432
777,320,432
778,336,432
779,352,432
780,368,432
781,384,432
782,400,432
783,416,432
784,432,432
785,0,448
786,16,448
787,32,448
788,48,448
789,64,448
790,80,448
791,96,448
792,112,448
793,128,448
794,144,448
795,160,448
796,176,448
797,192,448
798,208,448
799,224,448
800,240,448
801,256,448
802,272,448
803,288,448
804,304,448
805,320,448
806,336,448
807,352,448
808,368,448
809,384,448
810,400,448
811,416,448
812,432,448
813,0,464
814,16,464
815,32,464
816,48,464
817,64,464
818,80,464
819,96,464
820,112,464
821,128,464
822,144,464
823,160,464
824,176,464
825,192,464
826,208,464
827,224,464
828,240,464
829,256,464
830,272,464
831,288,464
832,304,464
833,320,464
834,336,464
835,352,464
836,368,464
837,384,464
838,400,464
839,416,464
840,432,464
841,0,480
842,16,480
843,32,480
844,48,480
845,64,480
846,80,480
847,96,480
848,112,480
849,128,480
850,144,480
851,160,480
852,176,480
853,192,480
854,208,480
855,224,480
856,240,480
857,256,480
858,272,480
859,288,480
860,304,480
861,320,480
862,336,480
863,352,480
864,368,480
865,384,480
866,400,480
867,416,480
868,432,480
869,0,496
870,16,496
871,32,496
872,48,496
873,64,496
874,80,496
875,96,496
876,112,496
877,128,496
878,144,496
879,160,496
880,176,496
881,192,496
882,208,496
883,224,496
884,240,496
885,256,496
886,272,496
887,288,496
888,304,496
889,320,496
890,336,496
891,352,496
892,368,496
893,384,496
894,400,496
895,416,496
896,432,496
897,0,512
898,16,512
899,32,512
900,48,512
901,64,512
902,80,512
903,96,512
904,112,512
905,128,512
906,144,512
907,160,512
908,176,512
909,192,512
910,208,512
911,224,512
912,240,512
913,256,512
914,272,512
915,288,512
916,304,512
917,320,512
918,336,512
919,352,512
920,368,512
921,384,512
922,400,512
923,416,512
924,432,512
