1,0,0,
2,16,0,
3,32,0,
4,48,0,
5,64,0,
6,80,0,
7,96,0,
8,112,0,
9,128,0,
10,144,0,
11,160,0,
12,176,0,
13,192,0,
14,208,0,
15,224,0,
16,240,0,
17,256,0,
18,272,0,
19,288,0,
20,304,0,
21,320,0,
22,336,0,
23,352,0,
24,368,0,
25,384,0,
26,400,0,
27,416,0,
28,432,0,
29,448,0,
30,464,0,
31,480,0,
32,496,0,
33,512,0,
34,0,16,
35,16,16,
36,32,16,
37,48,16,
38,64,16,
39,80,16,
40,96,16,
41,112,16,
42,128,16,
43,144,16,
44,160,16,
45,176,16,
46,192,16,
47,208,16,
48,224,16,
49,240,16,
50,256,16,
51,272,16,
52,288,16,
53,304,16,
54,320,16,
55,336,16,
56,352,16,
57,368,16,
58,384,16,
59,400,16,
60,416,16,
61,432,16,
62,448,16,
63,464,16,
64,480,16,
65,496,16,
66,512,16,
67,0,32,
68,16,32,
69,32,32,
70,48,32,
71,64,32,
72,80,32,
73,96,32,
74,112,32,
75,128,32,
76,144,32,
77,160,32,
78,176,32,
79,192,32,
80,208,32,
81,224,32,
82,240,32,
83,256,32,
84,272,32,
85,288,32,
86,304,32,
87,320,32,
88,336,32,
89,352,32,
90,368,32,
91,384,32,
92,400,32,
93,416,32,
94,432,32,
95,448,32,
96,464,32,
97,480,32,
98,496,32,
99,512,32,
100,0,48,
101,16,48,
102,32,48,
103,48,48,
104,64,48,
105,80,48,
106,96,48,
107,112,48,
108,128,48,
109,144,48,
110,160,48,
111,176,48,
112,192,48,
113,208,48,
114,224,48,
115,240,48,
116,256,48,
117,272,48,
118,288,48,
119,304,48,
120,320,48,
121,336,48,
122,352,48,
123,368,48,
124,384,48,
125,400,48,
126,416,48,
127,432,48,
128,448,48,
129,464,48,
130,480,48,
131,496,48,
132,512,48,
133,0,64,
134,16,64,
135,32,64,
136,48,64,
137,64,64,
138,80,64,
139,96,64,
140,112,64,
141,128,64,
142,144,64,
143,160,64,
144,176,64,
145,192,64,
146,208,64,
147,224,64,
148,240,64,
149,256,64,
150,272,64,
151,288,64,
152,304,64,
153,320,64,
154,336,64,
155,352,64,
156,368,64,
157,384,64,
158,400,64,
159,416,64,
160,432,64,
161,448,64,
162,464,64,
163,480,64,
164,496,64,
165,512,64,
166,0,80,
167,16,80,
168,32,80,
169,48,80,
170,64,80,
171,80,80,
172,96,80,
173,112,80,
174,128,80,
175,144,80,
176,160,80,
177,176,80,
178,192,80,
179,208,80,
180,224,80,
181,240,80,
182,256,80,
183,272,80,
184,288,80,
185,304,80,
186,320,80,
187,336,80,
188,352,80,
189,368,80,
190,384,80,
191,400,80,
192,416,80,
193,432,80,
194,448,80,
195,464,80,
196,480,80,
197,496,80,
198,512,80,
199,0,96,
200,16,96,
201,32,96,
202,48,96,
203,64,96,
204,80,96,
205,96,96,
206,112,96,
207,128,96,
208,144,96,
209,160,96,
210,176,96,
211,192,96,
212,208,96,
213,224,96,
214,240,96,
215,256,96,
216,272,96,
217,288,96,
218,304,96,
219,320,96,
220,336,96,
221,352,96,
222,368,96,
223,384,96,
224,400,96,
225,416,96,
226,432,96,
227,448,96,
228,464,96,
229,480,96,
230,496,96,
231,512,96,
232,0,112,
233,16,112,
234,32,112,
235,48,112,
236,64,112,
237,80,112,
238,96,112,
239,112,112,
240,128,112,
241,144,112,
242,160,112,
243,176,112,
244,192,112,
245,208,112,
246,224,112,
247,240,112,
248,256,112,
249,272,112,
250,288,112,
251,304,112,
252,320,112,
253,336,112,
254,352,112,
255,368,112,
256,384,112,
257,400,112,
258,416,112,
259,432,112,
260,448,112,
261,464,112,
262,480,112,
263,496,112,
264,512,112,
265,0,128,
266,16,128,
267,32,128,
268,48,128,
269,64,128,
270,80,128,
271,96,128,
272,112,128,
273,128,128,
274,144,128,
275,160,128,
276,176,128,
277,192,128,
278,208,128,
279,224,128,
280,240,128,
281,256,128,
282,272,128,
283,288,128,
284,304,128,
285,320,128,
286,336,128,
287,352,128,
288,368,128,
289,384,128,
290,400,128,
291,416,128,
292,432,128,
293,448,128,
294,464,128,
295,480,128,
296,496,128,
297,512,128,
298,0,144,
299,16,144,
300,32,144,
301,48,144,
302,64,144,
303,80,144,
304,96,144,
305,112,144,
306,128,144,
307,144,144,
308,160,144,
309,176,144,
310,192,144,
311,208,144,
312,224,144,
313,240,144,
314,256,144,
315,272,144,
316,288,144,
317,304,144,
318,320,144,
319,336,144,
320,352,144,
321,368,144,
322,384,144,
323,400,144,
324,416,144,
325,432,144,
326,448,144,
327,464,144,
328,480,144,
329,496,144,
330,512,144,
331,0,160,
332,16,160,
333,32,160,
334,48,160,
335,64,160,
336,80,160,
337,96,160,
338,112,160,
339,128,160,
340,144,160,
341,160,160,
342,176,160,
343,192,160,
344,208,160,
345,224,160,
346,240,160,
347,256,160,
348,272,160,
349,288,160,
350,304,160,
351,320,160,
352,336,160,
353,352,160,
354,368,160,
355,384,160,
356,400,160,
357,416,160,
358,432,160,
359,448,160,
360,464,160,
361,480,160,
362,496,160,
363,512,160,
364,0,176,
365,16,176,
366,32,176,
367,48,176,
368,64,176,
369,80,176,
370,96,176,
371,112,176,
372,128,176,
373,144,176,
374,160,176,
375,176,176,
376,192,176,
377,208,176,
378,224,176,
379,240,176,
380,256,176,
381,272,176,
382,288,176,
383,304,176,
384,320,176,
385,336,176,
386,352,176,
387,368,176,
388,384,176,
389,400,176,
390,416,176,
391,432,176,
392,448,176,
393,464,176,
394,480,176,
395,496,176,
396,512,176,
397,0,192,
398,16,192,
399,32,192,
400,48,192,
401,64,192,
402,80,192,
403,96,192,
404,112,192,
405,128,192,
406,144,192,
407,160,192,
408,176,192,
409,192,192,
410,208,192,
411,224,192,
412,240,192,
413,256,192,
414,272,192,
415,288,192,
416,304,192,
417,320,192,
418,336,192,
419,352,192,
420,368,192,
421,384,192,
422,400,192,
423,416,192,
424,432,192,
425,448,192,
426,464,192,
427,480,192,
428,496,192,
429,512,192,
430,0,208,
431,16,208,
432,32,208,
433,48,208,
434,64,208,
435,80,208,
436,96,208,
437,112,208,
438,128,208,
439,144,208,
440,160,208,
441,176,208,
442,192,208,
443,208,208,
444,224,208,
445,240,208,
446,256,208,
447,272,208,
448,288,208,
449,304,208,
450,320,208,
451,336,208,
452,352,208,
453,368,208,
454,384,208,
455,400,208,
456,416,208,
457,432,208,
458,448,208,
459,464,208,
460,480,208,
461,496,208,
462,512,208,
463,0,224,
464,16,224,
465,32,224,
466,48,224,
467,64,224,
468,80,224,
469,96,224,
470,112,224,
471,128,224,
472,144,224,
473,160,224,
474,176,224,
475,192,224,
476,208,224,
477,224,224,
478,240,224,
479,256,224,
480,272,224,
481,288,224,
482,304,224,
483,320,224,
484,336,224,
485,352,224,
486,368,224,
487,384,224,
488,400,224,
489,416,224,
490,432,224,
491,448,224,
492,464,224,
493,480,224,
494,496,224,
495,512,224,
496,0,240,
497,16,240,
498,32,240,
499,48,240,
500,64,240,
501,80,240,
502,96,240,
503,112,240,
504,128,240,
505,144,240,
506,160,240,
507,176,240,
508,192,240,
509,208,240,
510,224,240,
511,240,240,
512,256,240,
513,272,240,
514,288,240,
515,304,240,
516,320,240,
517,336,240,
518,352,240,
519,368,240,
520,384,240,
521,400,240,
522,416,240,
523,432,240,
524,448,240,
525,464,240,
526,480,240,
527,496,240,
528,512,240,
529,0,256,
530,16,256,
531,32,256,
532,48,256,
533,64,256,
534,80,256,
535,96,256,
536,112,256,
537,128,256,
538,144,256,
539,160,256,
540,176,256,
541,192,256,
542,208,256,
543,224,256,
544,240,256,
545,256,256,
546,272,256,
547,288,256,
548,304,256,
549,320,256,
550,336,256,
551,352,256,
552,368,256,
553,384,256,
554,400,256,
555,416,256,
556,432,256,
557,448,256,
558,464,256,
559,480,256,
560,496,256,
561,512,256,
562,0,272,
563,16,272,
564,32,272,
565,48,272,
566,64,272,
567,80,272,
568,96,272,
569,112,272,
570,128,272,
571,144,272,
572,160,272,
573,176,272,
574,192,272,
575,208,272,
576,224,272,
577,240,272,
578,256,272,
579,272,272,
580,288,272,
581,304,272,
582,320,272,
583,336,272,
584,352,272,
585,368,272,
586,384,272,
587,400,272,
588,416,272,
589,432,272,
590,448,272,
591,464,272,
592,480,272,
593,496,272,
594,512,272,
595,0,288,
596,16,288,
597,32,288,
598,48,288,
599,64,288,
600,80,288,
601,96,288,
602,112,288,
603,128,288,
604,144,288,
605,160,288,
606,176,288,
607,192,288,
608,208,288,
609,224,288,
610,240,288,
611,256,288,
612,272,288,
613,288,288,
614,304,288,
615,320,288,
616,336,288,
617,352,288,
618,368,288,
619,384,288,
620,400,288,
621,416,288,
622,432,288,
623,448,288,
624,464,288,
625,480,288,
626,496,288,
627,512,288,
628,0,304,
629,16,304,
630,32,304,
631,48,304,
632,64,304,
633,80,304,
634,96,304,
635,112,304,
636,128,304,
637,144,304,
638,160,304,
639,176,304,
640,192,304,
641,208,304,
642,224,304,
643,240,304,
644,256,304,
645,272,304,
646,288,304,
647,304,304,
648,320,304,
649,336,304,
650,352,304,
651,368,304,
652,384,304,
653,400,304,
654,416,304,
655,432,304,
656,448,304,
657,464,304,
658,480,304,
659,496,304,
660,512,304,
661,0,320,
662,16,320,
663,32,320,
664,48,320,
665,64,320,
666,80,320,
667,96,320,
668,112,320,
669,128,320,
670,144,320,
671,160,320,
672,176,320,
673,192,320,
674,208,320,
675,224,320,
676,240,320,
677,256,320,
678,272,320,
679,288,320,
680,304,320,
681,320,320,
682,336,320,
683,352,320,
684,368,320,
685,384,320,
686,400,320,
687,416,320,
688,432,320,
689,448,320,
690,464,320,
691,480,320,
692,496,320,
693,512,320,
694,0,336,
695,16,336,
696,32,336,
697,48,336,
698,64,336,
699,80,336,
700,96,336,
701,112,336,
702,128,336,
703,144,336,
704,160,336,
705,176,336,
706,192,336,
707,208,336,
708,224,336,
709,240,336,
710,256,336,
711,272,336,
712,288,336,
713,304,336,
714,320,336,
715,336,336,
716,352,336,
717,368,336,
718,384,336,
719,400,336,
720,416,336,
721,432,336,
722,448,336,
723,464,336,
724,480,336,
725,496,336,
726,512,336,
727,0,352,
728,16,352,
729,32,352,
730,48,352,
731,64,352,
732,80,352,
733,96,352,
734,112,352,
735,128,352,
736,144,352,
737,160,352,
738,176,352,
739,192,352,
740,208,352,
741,224,352,
742,240,352,
743,256,352,
744,272,352,
745,288,352,
746,304,352,
747,320,352,
748,336,352,
749,352,352,
750,368,352,
751,384,352,
752,400,352,
753,416,352,
754,432,352,
755,448,352,
756,464,352,
757,480,352,
758,496,352,
759,512,352,
760,0,368,
761,16,368,
762,32,368,
763,48,368,
764,64,368,
765,80,368,
766,96,368,
767,112,368,
768,128,368,
769,144,368,
770,160,368,
771,176,368,
772,192,368,
773,208,368,
774,224,368,
775,240,368,
776,256,368,
777,272,368,
778,288,368,
779,304,368,
780,320,368,
781,336,368,
782,352,368,
783,368,368,
784,384,368,
785,400,368,
786,416,368,
787,432,368,
788,448,368,
789,464,368,
790,480,368,
791,496,368,
792,512,368,
793,0,384,
794,16,384,
795,32,384,
796,48,384,
797,64,384,
798,80,384,
799,96,384,
800,112,384,
801,128,384,
802,144,384,
803,160,384,
804,176,384,
805,192,384,
806,208,384,
807,224,384,
808,240,384,
809,256,384,
810,272,384,
811,288,384,
812,304,384,
813,320,384,
814,336,384,
815,352,384,
816,368,384,
817,384,384,
818,400,384,
819,416,384,
820,432,384,
821,448,384,
822,464,384,
823,480,384,
824,496,384,
825,512,384,
826,0,400,
827,16,400,
828,32,400,
829,48,400,
830,64,400,
831,80,400,
832,96,400,
833,112,400,
834,128,400,
835,144,400,
836,160,400,
837,176,400,
838,192,400,
839,208,400,
840,224,400,
841,240,400,
842,256,400,
843,272,400,
844,288,400,
845,304,400,
846,320,400,
847,336,400,
848,352,400,
849,368,400,
850,384,400,
851,400,400,
852,416,400,
853,432,400,
854,448,400,
855,464,400,
856,480,400,
857,496,400,
858,512,400,
859,0,416,
860,16,416,
861,32,416,
862,48,416,
863,64,416,
864,80,416,
865,96,416,
866,112,416,
867,128,416,
868,144,416,
869,160,416,
870,176,416,
871,192,416,
872,208,416,
873,224,416,
874,240,416,
875,256,416,
876,272,416,
877,288,416,
878,304,416,
879,320,416,
880,336,416,
881,352,416,
882,368,416,
883,384,416,
884,400,416,
885,416,416,
886,432,416,
887,448,416,
888,464,416,
889,480,416,
890,496,416,
891,512,416,
892,0,432,
893,16,432,
894,32,432,
895,48,432,
896,64,432,
897,80,432,
898,96,432,
899,112,432,
900,128,432,
901,144,432,
902,160,432,
903,176,432,
904,192,432,
905,208,432,
906,224,432,
907,240,432,
908,256,432,
909,272,432,
910,288,432,
911,304,432,
912,320,432,
913,336,432,
914,352,432,
915,368,432,
916,384,432,
917,400,432,
918,416,432,
919,432,432,
920,448,432,
921,464,432,
922,480,432,
923,496,432,
924,512,432,
